chain,kind,block,ts,tx,sender,receiver,token,amount,to_chain_id,wid
arbitrum,deposit,480146083,1783127885000,0x2f652384128576efe4e27f21a7648bcee55fabf82f11a622eb453c40af9ffb62,0xb1d506b57d619f17e09b03b3cf16cf124744e532,0xb1d506b57d619f17e09b03b3cf16cf124744e532,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,10000000,2184,
arbitrum,deposit,480148967,1783128606000,0xac9e72dbce281527cb680caebd7b112cd7818574d92d489bfc0d25e29ef465d6,0xae264b17cbc88bd198c73882b4f8448db6ba86db,0xae264b17cbc88bd198c73882b4f8448db6ba86db,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,8000000000000,2184,
arbitrum,deposit,480149528,1783128747000,0xa998a79b1643b32b6a7ceb524629e588a12af28f2f5a845be3f4c5a26452999a,0xb1d506b57d619f17e09b03b3cf16cf124744e532,0xb1d506b57d619f17e09b03b3cf16cf124744e532,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,2000000000000,2184,
arbitrum,deposit,480168216,1783133425000,0xa2305d268981b44511d2bc27220502faa444388e959ce63fb1a872008dfd321d,0x9e315c6d00180901e6b230f9a59f26f81675aab0,0x9e315c6d00180901e6b230f9a59f26f81675aab0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,17100000,2184,
arbitrum,deposit,480172710,1783134552000,0xe3bfd9d156cec57d18082cb302c1290934a01842397a8edb2016343e9645f129,0x15491f98192ae646621002355ac5bf67db0f1057,0x15491f98192ae646621002355ac5bf67db0f1057,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,10000000,2184,
arbitrum,deposit,480173567,1783134767000,0x1b3bcef5227a3c920e773e5a5d92ce6e7b068949afe10e41cc6cddf1d01bd7fc,0x4b282e0ee9ff036cdec42065fe1902327fa724b1,0x4b282e0ee9ff036cdec42065fe1902327fa724b1,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,9000000,2184,
arbitrum,deposit,480180443,1783136493000,0xcbe7517fddbb5cc0dd4d51a71885dc2fffa0b4926ad67623cc25192f0a0aa6df,0xa2342780e69011a9248d0e1c8375394d11402667,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,130000000,2184,
arbitrum,withdraw_final,480186453,1783138302000,0x34b0b82470200e9c5ed4fae98988f22be9a4fa76dffc132f952ed1611e49105d,,,,,,5703036651438080
arbitrum,withdraw_submit,480191232,1783139199000,0x4eca715571b88ddd8e94d9c179c648f9b6c143ef370a79b5e0296dd5c6c5b6ac,,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,4000000,,5703036651438080
arbitrum,withdraw_final,480281288,1783162073000,0x0a250c83b0aa77d5fc4ac8cdea2ae7932318d4ce6ea92b2dc0277ee88be9f90e,,,,,,6759607196188672
arbitrum,withdraw_submit,480286031,1783162959000,0x4b38ca7f5a83a8bfe0e58b473ea9f5bf62071e12a2db65afca2987e6c081a223,,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,12000000,,6759607196188672
arbitrum,deposit,480316271,1783170517000,0x28b75e12c38dbc6db316aee4f9bf75888f30f5e51d83767a52771e40dc48bf84,0xa2342780e69011a9248d0e1c8375394d11402667,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,10000000,2184,
arbitrum,withdraw_final,480318062,1783171264000,0xa26e33472a5cfca69bfc9e41a9aa13a0582d6b34d68706a23e58a7e08d303133,,,,,,7174939123646464
arbitrum,withdraw_submit,480322999,1783172198000,0xc7afdb6c7b568410fe9390b411db8b867990506340b5a244dbc7de5ad1a00eec,,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,9000000,,7174939123646464
arbitrum,deposit,480851207,1783304210000,0x7e402d592cbf2bc7e038dae9304627b7d8445b722167b8a0f5b155e90d9761ac,0x58f78c151e564c0cfbca5cb0a843db2bddfe1925,0x58f78c151e564c0cfbca5cb0a843db2bddfe1925,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,30000000,2184,
arbitrum,deposit,480909049,1783318663000,0x99133d127466f0c68ba9f06bb6925b95b9232198ab6008094b76dbb94350a762,0x36e753346ebfb95610ecc9951dcb2a9c5d80afd9,0x36e753346ebfb95610ecc9951dcb2a9c5d80afd9,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,100000000,2184,
arbitrum,unknown:0xe1002227,480923045,1783322161000,0x0df150546073019cea2e3b76c3066b2050b57765155ed20499d671c945881aca,,,,,,
arbitrum,deposit,480932315,1783324478000,0xa16ca202204eb779fd0a74c05d60967d26b58b7812eba185ea5eef841755db9f,0xc20fdd2b41313760497a21da031ee5796ffcf620,0xc20fdd2b41313760497a21da031ee5796ffcf620,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,2000000,2184,
arbitrum,unknown:0x6c6a853c,480933529,1783324781000,0xf3a5b682709e005c7f4b810e45916c2a2545c8e8ce633c9f5074499fb2f88771,,,,,,
arbitrum,unknown:0x6c6a853c,480933529,1783324781000,0xf3a5b682709e005c7f4b810e45916c2a2545c8e8ce633c9f5074499fb2f88771,,,,,,
arbitrum,unknown:0x6c6a853c,480933529,1783324781000,0xf3a5b682709e005c7f4b810e45916c2a2545c8e8ce633c9f5074499fb2f88771,,,,,,
arbitrum,unknown:0x6c6a853c,480933529,1783324781000,0xf3a5b682709e005c7f4b810e45916c2a2545c8e8ce633c9f5074499fb2f88771,,,,,,
arbitrum,unknown:0x6c6a853c,480933529,1783324781000,0xf3a5b682709e005c7f4b810e45916c2a2545c8e8ce633c9f5074499fb2f88771,,,,,,
arbitrum,unknown:0x6c6a853c,480933529,1783324781000,0xf3a5b682709e005c7f4b810e45916c2a2545c8e8ce633c9f5074499fb2f88771,,,,,,
arbitrum,unknown:0x6c6a853c,480933529,1783324781000,0xf3a5b682709e005c7f4b810e45916c2a2545c8e8ce633c9f5074499fb2f88771,,,,,,
arbitrum,deposit,481253020,1783404644000,0x0ecf37d0391a1a9022451be68489fa59042a5b09d1fff93e73921c096ffdd569,0xb943fc592a8e67cd20d3cbf1e928dc57ee076bd8,0xb943fc592a8e67cd20d3cbf1e928dc57ee076bd8,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,18630530,2184,
arbitrum,deposit,481307867,1783418362000,0x8dc595dcd28cbe9a397458eeb5804764714d774af56db7db7e7c5aefa5bbd62d,0xb943fc592a8e67cd20d3cbf1e928dc57ee076bd8,0xb943fc592a8e67cd20d3cbf1e928dc57ee076bd8,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,180000000,2184,
arbitrum,deposit,481552136,1783479373000,0xb15f1d782057b54300c4a14990a890b42ae421d11932eb417ae04bfe69affd46,0x36e753346ebfb95610ecc9951dcb2a9c5d80afd9,0x36e753346ebfb95610ecc9951dcb2a9c5d80afd9,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,10000000,2184,
arbitrum,deposit,481553099,1783479612000,0x77c30d0015a3103fbe7e5b19a9a54dd2dde8a4fef9ff638f530dcd38cb97bbda,0xa2342780e69011a9248d0e1c8375394d11402667,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,10000000,2184,
arbitrum,deposit,481612732,1783494497000,0x284e4bd1a7e9ab82919efa88b629c9f18267ff4966cb83b68dec90ee37e14f7c,0x8b5821beb574f53239341761d712c5b24cc0c521,0x8b5821beb574f53239341761d712c5b24cc0c521,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,100000000,2184,
arbitrum,deposit,481927495,1783573067000,0x1d40a1906f142640da57d67d7cd0e2273e7448def085f2da91c68e5d572c022e,0xa16321dbdbc43d8e3cd9d60cb7a2174a033faabe,0xa16321dbdbc43d8e3cd9d60cb7a2174a033faabe,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,1033396956,2184,
arbitrum,deposit,481927603,1783573094000,0x7bce7f44cc5122e48aa868ed86bb28e7100d5127a1ae10433d71f3dab9ef04f0,0xc5612c4d4ca7ece9fe482f5bbd0441116d2f4bbe,0xc5612c4d4ca7ece9fe482f5bbd0441116d2f4bbe,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,1001000000,2184,
arbitrum,deposit,481958947,1783580920000,0x8c9249dc2338032adb671951d981ccd76b7d93ac9b622529c347bb75901c2356,0xcac7952369ce90bd14b5c7b89f3b09d5b375c0b1,0xcac7952369ce90bd14b5c7b89f3b09d5b375c0b1,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,20000000,2184,
arbitrum,deposit,481973030,1783584436000,0xf856b697ac7f825ad06d086714da12dc83c8ff5b605c54667450e369d6b1422e,0xc2c3080d28eeaeb9bd409e98b119b9e29f36942c,0xc2c3080d28eeaeb9bd409e98b119b9e29f36942c,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,7081678,2184,
arbitrum,deposit,482002659,1783591837000,0x5fd2ea123a718aea17d005a7c09cd2d303ebc640646e8ef7833668ac38870620,0x065db0a316efaa3c3edd7ee6db7ba2e19282f7e4,0x065db0a316efaa3c3edd7ee6db7ba2e19282f7e4,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,150295107,2184,
arbitrum,deposit,482008467,1783593287000,0xc05b5c2d738800e4d7fead3f0c524e5148ef35097931baf603ceaa730743015d,0xb60abdd9ab0b334d49401b7c62ea86377956b18b,0xb60abdd9ab0b334d49401b7c62ea86377956b18b,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,10850000,2184,
arbitrum,deposit,482017325,1783595499000,0x9ee0e25d46e42d90d11ddd27089bd4ec1e47ba83966121e015cb99a0c8798a98,0x011252f3d03aa9e6fc141a5ee72e75abed81bacd,0x011252f3d03aa9e6fc141a5ee72e75abed81bacd,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,100000000,2184,
arbitrum,deposit,482045206,1783602461000,0x3061011f6bdff4aff22abd49259ce5eecedad80d82dca1e009c71899fbfa9308,0xb259aee7aa192b2ec54e7e8348a6224394b582d2,0xb259aee7aa192b2ec54e7e8348a6224394b582d2,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,3000000,2184,
arbitrum,deposit,482065326,1783607480000,0x5159b7d500358cbf9fa8f4062b69ba41de4fc89435943426f0a3af3931fdbc8b,0xc2284095c532613fc543ba0effc8ee0b1af4820c,0xc2284095c532613fc543ba0effc8ee0b1af4820c,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,999836791,2184,
arbitrum,withdraw_final,482240498,1783651517000,0x532308594918a244a6d99945b0eaa14a810cd8ed19e2cd5d7344e7d4b9ee37b6,,,,,,33006976950599680
arbitrum,withdraw_submit,482245395,1783652439000,0xa33a4c30cb59f088bc90daf836a11b8990a3bb9e64dd0f162cf66d0f8f1b2870,,0x4b282e0ee9ff036cdec42065fe1902327fa724b1,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,14896556,,33006976950599680
arbitrum,deposit,482286468,1783662697000,0x6273e604a13576f8951bd0f65d333b1fbfc3ee0bd81e4b6cd2bf56d65fe58f26,0xcae1776fc92207ad387d9922b72a3679a6bf24e2,0xcae1776fc92207ad387d9922b72a3679a6bf24e2,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,2000870360,2184,
arbitrum,deposit,482305988,1783667572000,0xaf37fccd39cdc93b680f586c50ae32e95d8951005bed012ea1cdcd9764e04fe4,0xbd1872a8cf6f252a5c39a3041dc7e94838a6fc5e,0xbd1872a8cf6f252a5c39a3041dc7e94838a6fc5e,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,99000000,2184,
arbitrum,deposit,482315603,1783669973000,0x2b4aa2e88c5c865ed9669bea60fc5ff652c5df2bf3d97626b951a40a6222ae3a,0xcf4f8cd7d82452b641fb2efcb947aea8b73ea30d,0xcf4f8cd7d82452b641fb2efcb947aea8b73ea30d,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,9000000,2184,
arbitrum,withdraw_final,482325041,1783672626000,0xe9371f2d266d0f4c04c6c8dd456097821b2550e1b943fee27e8f67ad88c1e3ba,,,,,,34211792603316224
arbitrum,withdraw_submit,482329980,1783673559000,0x0a1e95a08f57881f5e44ada97474db627f4303fe19c4fc4cb804ded2aed4bccc,,0xcf4f8cd7d82452b641fb2efcb947aea8b73ea30d,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,1000000,,34211792603316224
arbitrum,deposit,482342071,1783676574000,0xb4002dd8bab6b0272a1a445f9d9f9699ece020c7aef90be432b8a65253a9d77c,0xcf4f8cd7d82452b641fb2efcb947aea8b73ea30d,0xcf4f8cd7d82452b641fb2efcb947aea8b73ea30d,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,100000000,2184,
arbitrum,deposit,482900399,1783816070000,0xf538db79dac1556285e8eac6a0454622f4437cbfd5983fd4e24bc58049a08f66,0xa16321dbdbc43d8e3cd9d60cb7a2174a033faabe,0xa16321dbdbc43d8e3cd9d60cb7a2174a033faabe,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,999856122,2184,
arbitrum,deposit,482915441,1783819828000,0x4212b16ebc6640e77099e68e142811aa2fabd63014f0a0f0fd2db3ef54066fe3,0x44e0753047ba3c3efc915534476d4852c5732e7a,0x44e0753047ba3c3efc915534476d4852c5732e7a,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,41463066,2184,
arbitrum,deposit,483087886,1783862946000,0xb8ffb564e3c2c7f921c502d4d14dff29ae3a2918021ec0c58189c5d89f72f04f,0x58f78c151e564c0cfbca5cb0a843db2bddfe1925,0x58f78c151e564c0cfbca5cb0a843db2bddfe1925,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,20000000,2184,
arbitrum,withdraw_final,483104524,1783867404000,0x6020bc3ab6b42f77c6400cf7b7dd064d99ed5663b45afb95945c532edb377d45,,,,,,45316619525685248
arbitrum,withdraw_submit,483109380,1783868319000,0x0d15e72648394e5966836e184a60b6dce1fff6a481e340dbc98a794614b5788d,,0x58f78c151e564c0cfbca5cb0a843db2bddfe1925,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,19000000,,45316619525685248
arbitrum,deposit,483110198,1783868522000,0xe7db2a81d2cefdae6cbed31e6732e5ee8ee44fe61f2d807cb79c39c9e5a8f669,0x6f4b2eea176349f7e6230def861416b40c910493,0x6f4b2eea176349f7e6230def861416b40c910493,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,20000000,2184,
arbitrum,deposit,483344935,1783927257000,0xd53b71e0d5d48afb0cec2a9bf78e18d269a6f34d4dd95360bbdc58b054df1fc2,0x1b8d5b8a6c49b50877b60ea2806e737b98a74cf4,0x1b8d5b8a6c49b50877b60ea2806e737b98a74cf4,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,85000000,2184,
arbitrum,deposit,483346414,1783927627000,0x65111bb2389ee89f83579b124997c878b6e7aac0cc9dc213603b0e4e2cabad47,0xc42d0de9c870b325fb8d73b7904b9ec92d4e7f6f,0xc42d0de9c870b325fb8d73b7904b9ec92d4e7f6f,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,15000000,2184,
arbitrum,deposit,483346814,1783927727000,0xe298665c65f65820b6fcb95a0ce45ea9a3f2b87eff077f56af64065da00fe17b,0x947d5fac7548aa1f679a8b44143f5b9d302c0b93,0x947d5fac7548aa1f679a8b44143f5b9d302c0b93,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,9850000,2184,
arbitrum,deposit,483677812,1784010412000,0x3bca0fc114225d5dbe3765950f510ccf8c4dabb4b1e2f129e16c98eba16d3a0f,0x20f563583fda1e7fc8e27cae185ad86bf57b0f2b,0x20f563583fda1e7fc8e27cae185ad86bf57b0f2b,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,90010471,2184,
arbitrum,withdraw_final,483746917,1784027978000,0xe0b3f07658f459304795ccb6887dcd47fe98f556d35912c1890bd35c48820c8b,,,,,,54630874565574656
arbitrum,withdraw_submit,483751722,1784028878000,0x0404647ad2f3ef2cf8f97a3ef3ded62e935140afbcacaf35e6c656ad645c822b,,0x36e753346ebfb95610ecc9951dcb2a9c5d80afd9,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,9000000,,54630874565574656
arbitrum,deposit,483758412,1784030546000,0x610282984be1be9dd7e4b601af523604fbe386104eecee4f10e2096a8ea0b62f,0xb8d919ace1c27283a09792413f9288130113a237,0xb8d919ace1c27283a09792413f9288130113a237,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,4900000,2184,
arbitrum,deposit,483777005,1784035181000,0x2a927c91ae547d06492b34f37d705f0b649803e76eb79c0e8e8c37e356ba70b6,0xf068ffa82085a05ad756940827789e31cd90c037,0xf068ffa82085a05ad756940827789e31cd90c037,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,50000000,2184,
arbitrum,deposit,483979057,1784085646000,0xb7c75929648f66eeacfb8609740bec7b9986f44e49aacaddceeb4d8bc33ff6e8,0xb259aee7aa192b2ec54e7e8348a6224394b582d2,0xb259aee7aa192b2ec54e7e8348a6224394b582d2,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,3329333,2184,
arbitrum,withdraw_final,484039061,1784100935000,0x8c10f459a077586ad2ef6d491bfe4bea9982d0733487c7acd8fc5ae98e96e88a,,,,,,58844821623668736
arbitrum,withdraw_submit,484043880,1784101839000,0x97ce2c356e1a3e9e1937341c75961df08c66e994ee344789d24ff1367172d94f,,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,4000000,,58844821623668736
arbitrum,deposit,484077410,1784110213000,0x2c0c1b3b1c8783a3b314b7f94b206cb39482cf392cb2e782c48e1c6b4cda3ff3,0x48ea854dbbaf0ae4fe0532dbdfaa18a46df87beb,0x48ea854dbbaf0ae4fe0532dbdfaa18a46df87beb,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,200253400,2184,
arbitrum,deposit,484084999,1784112110000,0xc4c356df1c2eae18ebefc05d9b58c3387145333b29be7279a2f57302537da99f,0xa2342780e69011a9248d0e1c8375394d11402667,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,10000000,2184,
arbitrum,withdraw_final,484086733,1784112844000,0x55f364d8e40306f9ab52f1229844318d2f20db79979fb3fc1a455a39f28bd0db,,,,,,59520634727694336
arbitrum,deposit,484087254,1784112674000,0x193d29309d1cc3b090fe67a59d53f8c9cefc5c2cbc89e7c7eee3888c06dc7c8f,0xa2342780e69011a9248d0e1c8375394d11402667,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,12000000,2184,
arbitrum,withdraw_submit,484091671,1784113778000,0xe0541d99dbe0356f2e6ff9752bf07314882bd854334e21107e081f91eea2c354,,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,2000000,,59520634727694336
arbitrum,withdraw_final,484128432,1784123263000,0x6a5033947550145ce6a316a9248b2ee567ede36c8a4a8e0edce72742299bbf37,,,,,,60150929747345408
arbitrum,withdraw_submit,484133232,1784124159000,0x1763aaf29327e86c47d99639cf24e2d547348385839ebe44c961ff175b64c3ba,,0xcae1776fc92207ad387d9922b72a3679a6bf24e2,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,1405080934,,60150929747345408
arbitrum,deposit,484156326,1784129908000,0xdab3394d7e22daec0548eb7ad1d3452499870bf9ad969c73539266d9f620babc,0x1c6d598019aa60daa5bbdd0d22f268ec15f5038e,0x1c6d598019aa60daa5bbdd0d22f268ec15f5038e,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,119900000,2184,
arbitrum,deposit,484406937,1784192572000,0x6350a3fdfe91587cf46de712d52f3785ebc822ae81a17233f1826113d024db56,0xa2342780e69011a9248d0e1c8375394d11402667,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,12219229,2184,
arbitrum,withdraw_final,484407058,1784192902000,0xc5f92a76ac9ef85ddf6b546cb29fb568b7ab2083cf36809b2bbd8dfee93d97be,,,,,,64218787783639040
arbitrum,withdraw_submit,484411929,1784193819000,0xfb945efb8cfb80725033e1a0ffbcdcfdd80a91baa04c69575b2bde0f7a478e7b,,0xa2342780e69011a9248d0e1c8375394d11402667,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,6530857,,64218787783639040
arbitrum,deposit,484419908,1784195813000,0xf94716f128efd77465f3d9544d98fc7e71615730a7949e29e56c4f3142b9900e,0xda54287681d0a61ed5ff64181e287995c695b729,0xda54287681d0a61ed5ff64181e287995c695b729,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,14896556,2184,
